segment_id,split_label,anomaly_label,domain_shift_op,domain_shift_env,imp23absu_mic,ism330dhcx_acc,ism330dhcx_gyro
20240423_13_51_11_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_51_11_DataLog_0.parquet,ism330dhcx_acc_20240423_13_51_11_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_51_11_DataLog_0.parquet
20240423_12_45_42_segment_0,Normal_Source_Train,normal,spd1500,BckgF,imp23absu_mic_20240423_12_45_42_DataLog_0.parquet,ism330dhcx_acc_20240423_12_45_42_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_45_42_DataLog_0.parquet
20240423_13_26_03_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_26_03_DataLog_0.parquet,ism330dhcx_acc_20240423_13_26_03_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_26_03_DataLog_0.parquet
20240423_14_50_48_segment_0,Normal_Source_Train,normal,spd1900,BckgF,imp23absu_mic_20240423_14_50_48_DataLog_0.parquet,ism330dhcx_acc_20240423_14_50_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_50_48_DataLog_0.parquet
20240423_13_03_37_segment_0,Normal_Source_Train,normal,spd1500,BckgF,imp23absu_mic_20240423_13_03_37_DataLog_0.parquet,ism330dhcx_acc_20240423_13_03_37_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_03_37_DataLog_0.parquet
20240423_15_02_09_segment_0,Normal_Source_Train,normal,spd2000,BckgF,imp23absu_mic_20240423_15_02_09_DataLog_0.parquet,ism330dhcx_acc_20240423_15_02_09_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_02_09_DataLog_0.parquet
20240423_14_56_59_segment_0,Normal_Source_Train,normal,spd2000,BckgA,imp23absu_mic_20240423_14_56_59_DataLog_0.parquet,ism330dhcx_acc_20240423_14_56_59_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_56_59_DataLog_0.parquet
20240423_12_51_31_segment_0,Normal_Source_Train,normal,spd1500,BckgC,imp23absu_mic_20240423_12_51_31_DataLog_0.parquet,ism330dhcx_acc_20240423_12_51_31_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_51_31_DataLog_0.parquet
20240423_13_24_54_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_24_54_DataLog_0.parquet,ism330dhcx_acc_20240423_13_24_54_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_24_54_DataLog_0.parquet
20240423_16_28_18_segment_0,Normal_Source_Train,normal,spd3000,BckgC,imp23absu_mic_20240423_16_28_18_DataLog_0.parquet,ism330dhcx_acc_20240423_16_28_18_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_28_18_DataLog_0.parquet
20240423_13_26_33_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_26_33_DataLog_0.parquet,ism330dhcx_acc_20240423_13_26_33_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_26_33_DataLog_0.parquet
20240423_14_02_57_segment_0,Normal_Source_Train,normal,spd1800,BckgD,imp23absu_mic_20240423_14_02_57_DataLog_0.parquet,ism330dhcx_acc_20240423_14_02_57_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_02_57_DataLog_0.parquet
20240423_14_02_28_segment_0,Normal_Source_Train,normal,spd1800,BckgF,imp23absu_mic_20240423_14_02_28_DataLog_0.parquet,ism330dhcx_acc_20240423_14_02_28_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_02_28_DataLog_0.parquet
20240423_13_14_22_segment_0,Normal_Source_Train,normal,spd1600,BckgD,imp23absu_mic_20240423_13_14_22_DataLog_0.parquet,ism330dhcx_acc_20240423_13_14_22_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_14_22_DataLog_0.parquet
20240423_13_30_20_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_30_20_DataLog_0.parquet,ism330dhcx_acc_20240423_13_30_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_30_20_DataLog_0.parquet
20240423_13_40_55_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_40_55_DataLog_0.parquet,ism330dhcx_acc_20240423_13_40_55_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_40_55_DataLog_0.parquet
20240423_16_26_29_segment_0,Normal_Source_Train,normal,spd3000,BckgC,imp23absu_mic_20240423_16_26_29_DataLog_0.parquet,ism330dhcx_acc_20240423_16_26_29_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_26_29_DataLog_0.parquet
20240423_15_05_42_segment_0,Normal_Source_Train,normal,spd2000,BckgD,imp23absu_mic_20240423_15_05_42_DataLog_0.parquet,ism330dhcx_acc_20240423_15_05_42_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_05_42_DataLog_0.parquet
20240423_13_28_31_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_28_31_DataLog_0.parquet,ism330dhcx_acc_20240423_13_28_31_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_28_31_DataLog_0.parquet
20240423_16_08_29_segment_0,Normal_Source_Train,normal,spd2800,BckgA,imp23absu_mic_20240423_16_08_29_DataLog_0.parquet,ism330dhcx_acc_20240423_16_08_29_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_08_29_DataLog_0.parquet
20240423_12_58_47_segment_0,Normal_Source_Train,normal,spd1500,BckgF,imp23absu_mic_20240423_12_58_47_DataLog_0.parquet,ism330dhcx_acc_20240423_12_58_47_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_58_47_DataLog_0.parquet
20240423_16_37_37_segment_0,Normal_Source_Train,normal,spd3000,BckgD,imp23absu_mic_20240423_16_37_37_DataLog_0.parquet,ism330dhcx_acc_20240423_16_37_37_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_37_37_DataLog_0.parquet
20240423_13_50_21_segment_0,Normal_Source_Train,normal,spd1700,BckgF,imp23absu_mic_20240423_13_50_21_DataLog_0.parquet,ism330dhcx_acc_20240423_13_50_21_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_50_21_DataLog_0.parquet
20240423_13_17_40_segment_0,Normal_Source_Train,normal,spd1600,BckgC,imp23absu_mic_20240423_13_17_40_DataLog_0.parquet,ism330dhcx_acc_20240423_13_17_40_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_17_40_DataLog_0.parquet
20240423_13_54_50_segment_0,Normal_Source_Train,normal,spd1700,BckgD,imp23absu_mic_20240423_13_54_50_DataLog_0.parquet,ism330dhcx_acc_20240423_13_54_50_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_54_50_DataLog_0.parquet
20240423_13_18_59_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_18_59_DataLog_0.parquet,ism330dhcx_acc_20240423_13_18_59_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_18_59_DataLog_0.parquet
20240423_16_36_30_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_36_30_DataLog_0.parquet,ism330dhcx_acc_20240423_16_36_30_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_36_30_DataLog_0.parquet
20240423_16_28_28_segment_0,Normal_Source_Train,normal,spd3000,BckgA,imp23absu_mic_20240423_16_28_28_DataLog_0.parquet,ism330dhcx_acc_20240423_16_28_28_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_28_28_DataLog_0.parquet
20240423_14_00_38_segment_0,Normal_Source_Train,normal,spd1800,BckgD,imp23absu_mic_20240423_14_00_38_DataLog_0.parquet,ism330dhcx_acc_20240423_14_00_38_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_00_38_DataLog_0.parquet
20240423_12_54_43_segment_0,Normal_Source_Train,normal,spd1500,BckgF,imp23absu_mic_20240423_12_54_43_DataLog_0.parquet,ism330dhcx_acc_20240423_12_54_43_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_54_43_DataLog_0.parquet
20240423_14_13_51_segment_0,Normal_Source_Train,normal,spd1800,BckgA,imp23absu_mic_20240423_14_13_51_DataLog_0.parquet,ism330dhcx_acc_20240423_14_13_51_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_13_51_DataLog_0.parquet
20240423_14_50_18_segment_0,Normal_Source_Train,normal,spd1900,BckgA,imp23absu_mic_20240423_14_50_18_DataLog_0.parquet,ism330dhcx_acc_20240423_14_50_18_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_50_18_DataLog_0.parquet
20240423_13_10_15_segment_0,Normal_Source_Train,normal,spd1600,BckgC,imp23absu_mic_20240423_13_10_15_DataLog_0.parquet,ism330dhcx_acc_20240423_13_10_15_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_10_15_DataLog_0.parquet
20240423_15_31_13_segment_0,Normal_Source_Train,normal,spd2400,BckgF,imp23absu_mic_20240423_15_31_13_DataLog_0.parquet,ism330dhcx_acc_20240423_15_31_13_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_31_13_DataLog_0.parquet
20240423_13_44_14_segment_0,Normal_Source_Train,normal,spd1700,BckgA,imp23absu_mic_20240423_13_44_14_DataLog_0.parquet,ism330dhcx_acc_20240423_13_44_14_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_44_14_DataLog_0.parquet
20240423_13_06_18_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_06_18_DataLog_0.parquet,ism330dhcx_acc_20240423_13_06_18_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_06_18_DataLog_0.parquet
20240423_15_01_10_segment_0,Normal_Source_Train,normal,spd2000,BckgD,imp23absu_mic_20240423_15_01_10_DataLog_0.parquet,ism330dhcx_acc_20240423_15_01_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_01_10_DataLog_0.parquet
20240423_14_15_31_segment_0,Normal_Source_Train,normal,spd1800,BckgF,imp23absu_mic_20240423_14_15_31_DataLog_0.parquet,ism330dhcx_acc_20240423_14_15_31_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_15_31_DataLog_0.parquet
20240423_13_43_04_segment_0,Normal_Source_Train,normal,spd1700,BckgD,imp23absu_mic_20240423_13_43_04_DataLog_0.parquet,ism330dhcx_acc_20240423_13_43_04_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_43_04_DataLog_0.parquet
20240423_16_38_44_segment_0,Normal_Source_Train,normal,spd3000,BckgC,imp23absu_mic_20240423_16_38_44_DataLog_0.parquet,ism330dhcx_acc_20240423_16_38_44_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_38_44_DataLog_0.parquet
20240423_15_23_16_segment_0,Normal_Source_Train,normal,spd2400,BckgA,imp23absu_mic_20240423_15_23_16_DataLog_0.parquet,ism330dhcx_acc_20240423_15_23_16_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_23_16_DataLog_0.parquet
20240423_15_57_11_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_15_57_11_DataLog_0.parquet,ism330dhcx_acc_20240423_15_57_11_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_57_11_DataLog_0.parquet
20240423_14_02_08_segment_0,Normal_Source_Train,normal,spd1800,BckgD,imp23absu_mic_20240423_14_02_08_DataLog_0.parquet,ism330dhcx_acc_20240423_14_02_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_02_08_DataLog_0.parquet
20240423_15_44_18_segment_0,Normal_Source_Train,normal,spd2400,BckgD,imp23absu_mic_20240423_15_44_18_DataLog_0.parquet,ism330dhcx_acc_20240423_15_44_18_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_44_18_DataLog_0.parquet
20240423_16_17_56_segment_0,Normal_Source_Train,normal,spd3000,BckgC,imp23absu_mic_20240423_16_17_56_DataLog_0.parquet,ism330dhcx_acc_20240423_16_17_56_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_17_56_DataLog_0.parquet
20240423_14_31_46_segment_0,Normal_Source_Train,normal,spd1900,BckgC,imp23absu_mic_20240423_14_31_46_DataLog_0.parquet,ism330dhcx_acc_20240423_14_31_46_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_31_46_DataLog_0.parquet
20240423_16_34_33_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_34_33_DataLog_0.parquet,ism330dhcx_acc_20240423_16_34_33_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_34_33_DataLog_0.parquet
20240423_15_32_30_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_32_30_DataLog_0.parquet,ism330dhcx_acc_20240423_15_32_30_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_32_30_DataLog_0.parquet
20240423_14_47_09_segment_0,Normal_Source_Train,normal,spd1900,BckgA,imp23absu_mic_20240423_14_47_09_DataLog_0.parquet,ism330dhcx_acc_20240423_14_47_09_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_47_09_DataLog_0.parquet
20240423_16_37_47_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_37_47_DataLog_0.parquet,ism330dhcx_acc_20240423_16_37_47_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_37_47_DataLog_0.parquet
20240423_14_42_01_segment_0,Normal_Source_Train,normal,spd1900,BckgF,imp23absu_mic_20240423_14_42_01_DataLog_0.parquet,ism330dhcx_acc_20240423_14_42_01_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_42_01_DataLog_0.parquet
20240423_15_54_26_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_15_54_26_DataLog_0.parquet,ism330dhcx_acc_20240423_15_54_26_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_54_26_DataLog_0.parquet
20240423_13_22_36_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_22_36_DataLog_0.parquet,ism330dhcx_acc_20240423_13_22_36_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_22_36_DataLog_0.parquet
20240423_14_07_34_segment_0,Normal_Source_Train,normal,spd1800,BckgA,imp23absu_mic_20240423_14_07_34_DataLog_0.parquet,ism330dhcx_acc_20240423_14_07_34_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_07_34_DataLog_0.parquet
20240423_15_24_05_segment_0,Normal_Source_Train,normal,spd2400,BckgF,imp23absu_mic_20240423_15_24_05_DataLog_0.parquet,ism330dhcx_acc_20240423_15_24_05_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_24_05_DataLog_0.parquet
20240423_12_58_08_segment_0,Normal_Source_Train,normal,spd1500,BckgC,imp23absu_mic_20240423_12_58_08_DataLog_0.parquet,ism330dhcx_acc_20240423_12_58_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_58_08_DataLog_0.parquet
20240423_16_26_39_segment_0,Normal_Source_Train,normal,spd3000,BckgC,imp23absu_mic_20240423_16_26_39_DataLog_0.parquet,ism330dhcx_acc_20240423_16_26_39_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_26_39_DataLog_0.parquet
20240423_16_03_48_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_16_03_48_DataLog_0.parquet,ism330dhcx_acc_20240423_16_03_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_03_48_DataLog_0.parquet
20240423_15_15_13_segment_0,Normal_Source_Train,normal,spd2000,BckgF,imp23absu_mic_20240423_15_15_13_DataLog_0.parquet,ism330dhcx_acc_20240423_15_15_13_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_15_13_DataLog_0.parquet
20240423_14_11_43_segment_0,Normal_Source_Train,normal,spd1800,BckgF,imp23absu_mic_20240423_14_11_43_DataLog_0.parquet,ism330dhcx_acc_20240423_14_11_43_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_11_43_DataLog_0.parquet
20240423_16_39_13_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_39_13_DataLog_0.parquet,ism330dhcx_acc_20240423_16_39_13_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_39_13_DataLog_0.parquet
20240423_15_35_31_segment_0,Normal_Source_Train,normal,spd2400,BckgD,imp23absu_mic_20240423_15_35_31_DataLog_0.parquet,ism330dhcx_acc_20240423_15_35_31_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_35_31_DataLog_0.parquet
20240423_14_44_00_segment_0,Normal_Source_Train,normal,spd1900,BckgA,imp23absu_mic_20240423_14_44_00_DataLog_0.parquet,ism330dhcx_acc_20240423_14_44_00_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_44_00_DataLog_0.parquet
20240423_13_09_36_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_09_36_DataLog_0.parquet,ism330dhcx_acc_20240423_13_09_36_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_09_36_DataLog_0.parquet
20240423_13_19_19_segment_0,Normal_Source_Train,normal,spd1600,BckgD,imp23absu_mic_20240423_13_19_19_DataLog_0.parquet,ism330dhcx_acc_20240423_13_19_19_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_19_19_DataLog_0.parquet
20240423_14_50_28_segment_0,Normal_Source_Train,normal,spd1900,BckgA,imp23absu_mic_20240423_14_50_28_DataLog_0.parquet,ism330dhcx_acc_20240423_14_50_28_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_50_28_DataLog_0.parquet
20240423_16_27_08_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_27_08_DataLog_0.parquet,ism330dhcx_acc_20240423_16_27_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_27_08_DataLog_0.parquet
20240423_15_15_33_segment_0,Normal_Source_Train,normal,spd2000,BckgC,imp23absu_mic_20240423_15_15_33_DataLog_0.parquet,ism330dhcx_acc_20240423_15_15_33_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_15_33_DataLog_0.parquet
20240423_12_54_53_segment_0,Normal_Source_Train,normal,spd1500,BckgA,imp23absu_mic_20240423_12_54_53_DataLog_0.parquet,ism330dhcx_acc_20240423_12_54_53_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_54_53_DataLog_0.parquet
20240423_15_18_47_segment_0,Normal_Source_Train,normal,spd2000,BckgD,imp23absu_mic_20240423_15_18_47_DataLog_0.parquet,ism330dhcx_acc_20240423_15_18_47_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_18_47_DataLog_0.parquet
20240423_13_07_47_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_07_47_DataLog_0.parquet,ism330dhcx_acc_20240423_13_07_47_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_07_47_DataLog_0.parquet
20240423_12_46_21_segment_0,Normal_Source_Train,normal,spd1500,BckgA,imp23absu_mic_20240423_12_46_21_DataLog_0.parquet,ism330dhcx_acc_20240423_12_46_21_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_46_21_DataLog_0.parquet
20240423_13_12_34_segment_0,Normal_Source_Train,normal,spd1600,BckgC,imp23absu_mic_20240423_13_12_34_DataLog_0.parquet,ism330dhcx_acc_20240423_13_12_34_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_12_34_DataLog_0.parquet
20240423_15_54_45_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_15_54_45_DataLog_0.parquet,ism330dhcx_acc_20240423_15_54_45_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_54_45_DataLog_0.parquet
20240423_12_54_34_segment_0,Normal_Source_Train,normal,spd1500,BckgF,imp23absu_mic_20240423_12_54_34_DataLog_0.parquet,ism330dhcx_acc_20240423_12_54_34_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_54_34_DataLog_0.parquet
20240423_12_50_33_segment_0,Normal_Source_Train,normal,spd1500,BckgC,imp23absu_mic_20240423_12_50_33_DataLog_0.parquet,ism330dhcx_acc_20240423_12_50_33_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_50_33_DataLog_0.parquet
20240423_12_43_26_segment_0,Normal_Source_Train,normal,spd1500,BckgD,imp23absu_mic_20240423_12_43_26_DataLog_0.parquet,ism330dhcx_acc_20240423_12_43_26_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_43_26_DataLog_0.parquet
20240423_15_29_26_segment_0,Normal_Source_Train,normal,spd2400,BckgD,imp23absu_mic_20240423_15_29_26_DataLog_0.parquet,ism330dhcx_acc_20240423_15_29_26_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_29_26_DataLog_0.parquet
20240423_15_31_51_segment_0,Normal_Source_Train,normal,spd2400,BckgD,imp23absu_mic_20240423_15_31_51_DataLog_0.parquet,ism330dhcx_acc_20240423_15_31_51_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_31_51_DataLog_0.parquet
20240423_15_04_24_segment_0,Normal_Source_Train,normal,spd2000,BckgF,imp23absu_mic_20240423_15_04_24_DataLog_0.parquet,ism330dhcx_acc_20240423_15_04_24_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_04_24_DataLog_0.parquet
20240423_16_22_32_segment_0,Normal_Source_Train,normal,spd3000,BckgD,imp23absu_mic_20240423_16_22_32_DataLog_0.parquet,ism330dhcx_acc_20240423_16_22_32_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_22_32_DataLog_0.parquet
20240423_16_08_00_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_16_08_00_DataLog_0.parquet,ism330dhcx_acc_20240423_16_08_00_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_08_00_DataLog_0.parquet
20240423_16_18_45_segment_0,Normal_Source_Train,normal,spd3000,BckgD,imp23absu_mic_20240423_16_18_45_DataLog_0.parquet,ism330dhcx_acc_20240423_16_18_45_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_18_45_DataLog_0.parquet
20240423_13_35_29_segment_0,Normal_Source_Train,normal,spd1700,BckgA,imp23absu_mic_20240423_13_35_29_DataLog_0.parquet,ism330dhcx_acc_20240423_13_35_29_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_35_29_DataLog_0.parquet
20240423_14_42_31_segment_0,Normal_Source_Train,normal,spd1900,BckgD,imp23absu_mic_20240423_14_42_31_DataLog_0.parquet,ism330dhcx_acc_20240423_14_42_31_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_42_31_DataLog_0.parquet
20240423_13_08_46_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_08_46_DataLog_0.parquet,ism330dhcx_acc_20240423_13_08_46_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_08_46_DataLog_0.parquet
20240423_13_18_49_segment_0,Normal_Source_Train,normal,spd1600,BckgD,imp23absu_mic_20240423_13_18_49_DataLog_0.parquet,ism330dhcx_acc_20240423_13_18_49_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_18_49_DataLog_0.parquet
20240423_14_12_03_segment_0,Normal_Source_Train,normal,spd1800,BckgC,imp23absu_mic_20240423_14_12_03_DataLog_0.parquet,ism330dhcx_acc_20240423_14_12_03_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_12_03_DataLog_0.parquet
20240423_16_34_52_segment_0,Normal_Source_Train,normal,spd3000,BckgA,imp23absu_mic_20240423_16_34_52_DataLog_0.parquet,ism330dhcx_acc_20240423_16_34_52_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_34_52_DataLog_0.parquet
20240423_14_01_57_segment_0,Normal_Source_Train,normal,spd1800,BckgF,imp23absu_mic_20240423_14_01_57_DataLog_0.parquet,ism330dhcx_acc_20240423_14_01_57_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_01_57_DataLog_0.parquet
20240423_14_19_48_segment_0,Normal_Source_Train,normal,spd1800,BckgF,imp23absu_mic_20240423_14_19_48_DataLog_0.parquet,ism330dhcx_acc_20240423_14_19_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_19_48_DataLog_0.parquet
20240423_15_30_25_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_30_25_DataLog_0.parquet,ism330dhcx_acc_20240423_15_30_25_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_30_25_DataLog_0.parquet
20240423_13_34_10_segment_0,Normal_Source_Train,normal,spd1700,BckgF,imp23absu_mic_20240423_13_34_10_DataLog_0.parquet,ism330dhcx_acc_20240423_13_34_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_34_10_DataLog_0.parquet
20240423_13_39_17_segment_0,Normal_Source_Train,normal,spd1700,BckgF,imp23absu_mic_20240423_13_39_17_DataLog_0.parquet,ism330dhcx_acc_20240423_13_39_17_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_39_17_DataLog_0.parquet
20240423_14_51_48_segment_0,Normal_Source_Train,normal,spd1900,BckgF,imp23absu_mic_20240423_14_51_48_DataLog_0.parquet,ism330dhcx_acc_20240423_14_51_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_51_48_DataLog_0.parquet
20240423_14_43_10_segment_0,Normal_Source_Train,normal,spd1900,BckgC,imp23absu_mic_20240423_14_43_10_DataLog_0.parquet,ism330dhcx_acc_20240423_14_43_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_43_10_DataLog_0.parquet
20240423_13_21_17_segment_0,Normal_Source_Train,normal,spd1600,BckgD,imp23absu_mic_20240423_13_21_17_DataLog_0.parquet,ism330dhcx_acc_20240423_13_21_17_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_21_17_DataLog_0.parquet
20240423_13_13_53_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_13_53_DataLog_0.parquet,ism330dhcx_acc_20240423_13_13_53_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_13_53_DataLog_0.parquet
20240423_12_41_20_segment_0,Normal_Source_Train,normal,spd1500,BckgC,imp23absu_mic_20240423_12_41_20_DataLog_0.parquet,ism330dhcx_acc_20240423_12_41_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_41_20_DataLog_0.parquet
20240423_15_06_31_segment_0,Normal_Source_Train,normal,spd2000,BckgF,imp23absu_mic_20240423_15_06_31_DataLog_0.parquet,ism330dhcx_acc_20240423_15_06_31_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_06_31_DataLog_0.parquet
20240423_16_17_26_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_17_26_DataLog_0.parquet,ism330dhcx_acc_20240423_16_17_26_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_17_26_DataLog_0.parquet
20240423_14_58_16_segment_0,Normal_Source_Train,normal,spd2000,BckgD,imp23absu_mic_20240423_14_58_16_DataLog_0.parquet,ism330dhcx_acc_20240423_14_58_16_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_58_16_DataLog_0.parquet
20240423_15_07_10_segment_0,Normal_Source_Train,normal,spd2000,BckgF,imp23absu_mic_20240423_15_07_10_DataLog_0.parquet,ism330dhcx_acc_20240423_15_07_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_07_10_DataLog_0.parquet
20240423_15_34_51_segment_0,Normal_Source_Train,normal,spd2400,BckgF,imp23absu_mic_20240423_15_34_51_DataLog_0.parquet,ism330dhcx_acc_20240423_15_34_51_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_34_51_DataLog_0.parquet
